class,cap-diameter,cap-shape,cap-surface,stem-width,has-ring
p,Large,Convex,Silky,16.74,f
p,Large,Sunken,Silky,7.85,f
p,Very Large,Bell,Iridescent,8.02,f
p,Very Large,Sunken,Dry,2.37,f
e,Moderate,Punctate,Grooved,1.51,f
p,Very Large,Sunken,Dry,6.02,f
e,Moderate,Convex,missing,15.89,t
e,Moderate,Flat,Silky,9.45,f
e,Moderate,Sunken,Silky,28.33,f
e,Moderate,Sunken,Silky,21.58,f
e,Moderate,Convex,Hairy,6.36,t
p,Large,Convex,Textured,7.69,t
e,Moderate,Flat,Silky,4.3,f
e,Medium,Punctate,Scaly,17.63,t
p,Very Large,Convex,Textured,15.55,f
p,Very Large,Bell,missing,2.54,f
e,Medium,Flat,Silky,22.96,f
e,Medium,Convex,missing,8.98,t
e,Medium,Convex,missing,7.38,t
p,Large,Convex,Iridescent,5.34,f
e,Moderate,Flat,Silky,6.14,f
p,Large,Flat,missing,3.71,f
e,Fairly Large,Punctate,Scaly,12.19,t
p,Very Large,Sunken,Dry,8.41,f
p,Large,Sunken,Dry,8.83,f
p,Huge,Sunken,Textured,16.82,t
e,Fairly Large,Flat,Smooth,19.85,t
p,Fairly Large,Punctate,Textured,2.64,t
e,Medium,Bell,Grooved,4.45,f
e,Moderate,Bell,Scaly,3.39,f
e,Moderate,Convex,Silky,11.54,f
p,Large,Convex,Iridescent,7.27,t
e,Fairly Large,Sunken,missing,18.78,f
p,Very Large,Flat,Dry,3.25,f
p,Very Large,Convex,missing,26.18,f
p,Very Large,Convex,missing,2.65,f
e,Fairly Large,Flat,missing,16.03,f
p,Very Large,Flat,missing,8.93,f
e,Fairly Large,Flat,Grooved,13.65,f
e,Fairly Large,Convex,Dry,29.9,f
p,Large,Bell,Textured,6.59,t
p,Fairly Large,Convex,missing,14.05,f
p,Very Large,Bell,Scaly,4.68,f
p,Large,Flat,Textured,3.18,f
p,Large,Flat,Silky,9.7,f
e,Medium,Convex,Wrinkled,11.88,f
e,Fairly Large,Convex,missing,8.11,t
e,Medium,Flat,Hairy,9.94,f
p,Very Large,Conical,Hairy,3.35,f
e,Moderate,Convex,Textured,11.64,f
p,Large,Sunken,Textured,13.1,f
p,Very Large,Convex,missing,11.64,t
p,Very Large,Punctate,Textured,2.91,t
e,Medium,Sunken,missing,24.5,f
e,Fairly Large,Convex,Textured,13.4,f
p,Large,Convex,Sticky,2.81,f
p,Large,Convex,Grooved,1.19,f
e,Moderate,Flat,Smooth,20.28,t
e,Medium,Convex,Silky,1.72,f
p,Very Large,Bell,Dry,7.17,t
p,Very Large,Others,missing,14.72,f
p,Large,Convex,Sticky,1.42,f
e,Moderate,Flat,missing,14.02,f
p,Large,Conical,missing,3.6,f
p,Very Large,Convex,Scaly,3.08,t
p,Large,Bell,missing,2.53,f
e,Medium,Flat,Silky,11.59,f
e,Medium,Convex,missing,4.16,f
e,Medium,Convex,missing,13.46,f
p,Very Large,Bell,Textured,5.47,t
e,Fairly Large,Convex,missing,26.74,f
p,Very Large,Sunken,Dry,7.13,f
e,Moderate,Sunken,missing,27.28,f
e,Fairly Large,Others,missing,20.14,f
e,Fairly Large,Convex,Sticky,10.91,f
p,Fairly Large,Punctate,missing,31.77,f
e,Medium,Others,Scaly,43.42,f
e,Medium,Flat,Silky,10.16,f
e,Fairly Large,Convex,missing,8.13,f
p,Very Large,Flat,Dry,10.6,f
e,Medium,Sunken,Scaly,3.91,f
e,Fairly Large,Convex,missing,24.72,f
p,Large,Convex,missing,12.48,f
p,Very Large,Convex,Textured,9.58,t
p,Large,Flat,Leathery,5.16,f
p,Fairly Large,Convex,Wrinkled,10.01,f
p,Very Large,Convex,Grooved,2.34,f
p,Very Large,Conical,missing,3.67,f
e,Moderate,Flat,Silky,12.99,f
p,Fairly Large,Flat,Textured,17.01,f
p,Large,Convex,missing,12.39,f
e,Moderate,Flat,Silky,13.36,t
e,Moderate,Flat,Wrinkled,12.18,f
p,Fairly Large,Others,Silky,0.0,f
p,Fairly Large,Convex,Silky,7.19,f
e,Fairly Large,Convex,Grooved,2.16,f
p,Very Large,Sunken,missing,5.87,f
e,Fairly Large,Flat,Silky,25.74,f
p,Large,Convex,Smooth,10.12,t
p,Large,Flat,missing,7.25,f
p,Very Large,Convex,Silky,17.02,f
e,Medium,Convex,Dry,8.58,f
e,Medium,Convex,missing,17.17,t
e,Medium,Convex,Silky,15.7,f
p,Very Large,Bell,Wrinkled,5.81,f
p,Very Large,Sunken,missing,5.18,f
e,Medium,Convex,Scaly,8.59,f
p,Large,Flat,Scaly,19.76,f
p,Very Large,Flat,Textured,5.76,f
e,Fairly Large,Bell,Grooved,2.62,f
p,Very Large,Convex,Silky,15.83,f
p,Large,Bell,Textured,8.01,t
p,Huge,Convex,missing,1.05,f
e,Medium,Flat,Wrinkled,2.48,f
p,Very Large,Flat,Hairy,17.02,f
e,Fairly Large,Convex,missing,26.01,f
p,Very Large,Bell,Scaly,13.12,t
e,Medium,Flat,Silky,5.88,f
p,Large,Bell,Silky,7.37,t
e,Moderate,Bell,Grooved,3.14,f
e,Fairly Large,Convex,Smooth,19.85,f
p,Large,Flat,Dry,3.04,f
p,Very Large,Convex,Grooved,1.24,f
p,Large,Others,Textured,16.31,f
e,Medium,Convex,Leathery,8.87,f
p,Very Large,Others,missing,12.6,f
e,Medium,Convex,Scaly,18.22,t
p,Large,Sunken,Silky,6.22,f
e,Medium,Flat,Smooth,21.06,t
p,Very Large,Flat,Hairy,6.79,f
e,Fairly Large,Flat,Silky,11.23,f
p,Very Large,Punctate,Textured,2.66,t
e,Moderate,Convex,Scaly,7.07,f
e,Medium,Flat,Hairy,10.7,f
p,Large,Flat,Sticky,2.47,f
p,Large,Convex,Scaly,12.79,t
p,Large,Bell,Dry,7.32,t
e,Moderate,Flat,Iridescent,12.87,t
e,Moderate,Flat,missing,3.78,f
p,Large,Flat,Scaly,17.05,f
p,Very Large,Sunken,Textured,13.03,t
e,Medium,Flat,Silky,6.07,f
e,Medium,Convex,Smooth,17.97,t
p,Very Large,Others,missing,16.58,f
p,Large,Flat,Scaly,4.35,f
e,Fairly Large,Convex,Dry,10.75,f
p,Very Large,Bell,missing,1.98,f
p,Large,Sunken,Dry,5.63,f
e,Fairly Large,Convex,Textured,11.12,f
p,Large,Convex,Iridescent,7.8,t
e,Medium,Others,Leathery,45.09,f
e,Fairly Large,Conical,Grooved,1.52,f
e,Moderate,Punctate,Scaly,19.44,t
e,Moderate,Convex,Scaly,23.18,t
p,Very Large,Convex,Grooved,2.53,f
e,Medium,Convex,Silky,15.89,t
e,Moderate,Convex,Dry,13.93,f
p,Large,Bell,Hairy,5.15,t
p,Large,Convex,Silky,6.52,f
p,Fairly Large,Convex,Smooth,27.72,f
e,Fairly Large,Flat,missing,16.93,f
e,Medium,Flat,Smooth,20.15,t
p,Very Large,Others,missing,29.52,t
p,Large,Flat,missing,13.32,f
p,Very Large,Sunken,Dry,6.9,f
e,Moderate,Convex,missing,4.64,f
p,Large,Flat,Leathery,5.0,f
p,Large,Convex,Dry,2.65,f
p,Large,Convex,missing,2.26,f
e,Fairly Large,Convex,missing,8.64,f
p,Large,Sunken,Dry,9.42,f
p,Very Large,Convex,missing,33.68,f
p,Fairly Large,Flat,Iridescent,2.62,f
e,Fairly Large,Convex,Hairy,6.1,t
p,Large,Convex,Grooved,1.07,f
e,Medium,Convex,missing,10.53,f
p,Large,Sunken,missing,6.41,f
p,Very Large,Others,Smooth,16.1,f
e,Medium,Convex,missing,3.95,f
p,Large,Flat,Textured,6.08,f
p,Large,Convex,Smooth,28.89,f
p,Very Large,Convex,Hairy,14.79,t
p,Very Large,Flat,Leathery,4.75,f
e,Fairly Large,Convex,missing,4.41,f
e,Moderate,Flat,missing,3.86,f
e,Fairly Large,Flat,Scaly,4.21,f
p,Large,Convex,Grooved,0.74,f
e,Moderate,Convex,missing,9.45,t
p,Huge,Convex,Wrinkled,10.32,f
p,Large,Convex,Scaly,3.45,t
p,Large,Bell,Iridescent,9.02,f
e,Moderate,Convex,Hairy,16.19,t
e,Fairly Large,Sunken,missing,8.36,f
p,Large,Bell,Scaly,3.34,t
p,Large,Convex,Hairy,18.14,f
e,Medium,Convex,Textured,12.81,f
p,Very Large,Convex,Hairy,8.57,t
p,Huge,Convex,Iridescent,2.6,f
e,Medium,Convex,missing,8.25,f
e,Medium,Flat,Silky,11.4,f
e,Moderate,Flat,missing,20.14,f
e,Medium,Convex,Dry,15.79,f
e,Fairly Large,Convex,Silky,10.44,f
p,Very Large,Bell,Textured,5.26,f
p,Fairly Large,Punctate,Grooved,15.9,t
p,Huge,Flat,missing,7.7,f
p,Large,Bell,Scaly,4.54,f
e,Medium,Sunken,Leathery,43.22,f
p,Large,Flat,Silky,38.94,f
e,Medium,Sunken,missing,19.18,f
e,Fairly Large,Sunken,missing,17.17,f
e,Moderate,Sunken,missing,14.18,f
p,Large,Convex,Silky,12.64,f
e,Moderate,Convex,Smooth,20.46,f
e,Moderate,Convex,Silky,13.82,f
p,Large,Convex,Scaly,3.56,t
e,Fairly Large,Bell,Grooved,3.88,f
e,Moderate,Convex,Dry,15.76,f
p,Very Large,Convex,Iridescent,5.48,f
e,Fairly Large,Convex,Hairy,5.05,t
e,Fairly Large,Convex,Hairy,6.45,f
p,Huge,Convex,Iridescent,7.51,t
p,Very Large,Others,missing,27.49,f
e,Medium,Convex,Textured,23.26,f
p,Large,Bell,Silky,11.8,t
p,Huge,Convex,missing,13.98,t
e,Medium,Convex,Hairy,13.26,f
p,Very Large,Punctate,missing,31.64,f
p,Large,Convex,missing,2.67,f
p,Huge,Flat,missing,3.4,f
e,Medium,Convex,missing,4.18,f
p,Large,Flat,Scaly,3.29,t
e,Medium,Flat,Grooved,3.19,f
p,Very Large,Others,missing,30.44,t
e,Fairly Large,Punctate,Textured,76.16,f
p,Large,Sunken,Dry,2.6,f
p,Very Large,Sunken,Silky,6.22,f
e,Medium,Flat,Silky,16.81,t
p,Very Large,Convex,Textured,16.46,f
e,Fairly Large,Flat,Silky,16.61,t
e,Fairly Large,Flat,Scaly,9.27,f
e,Medium,Flat,Grooved,0.98,f
p,Large,Flat,Textured,15.53,f
e,Medium,Sunken,missing,6.48,f
e,Medium,Sunken,Leathery,23.83,f
p,Very Large,Convex,Scaly,10.26,t
p,Huge,Convex,Grooved,16.13,t
p,Large,Others,Leathery,0.0,f
e,Fairly Large,Flat,Grooved,4.06,f
e,Fairly Large,Sunken,missing,8.77,f
p,Very Large,Sunken,Textured,13.99,f
e,Fairly Large,Convex,Scaly,18.16,t
p,Very Large,Sunken,Textured,14.61,f
e,Medium,Bell,Grooved,3.05,f
e,Medium,Convex,Textured,17.98,t
e,Medium,Convex,missing,9.6,f
p,Huge,Flat,Scaly,5.55,f
p,Very Large,Convex,Textured,9.46,t
p,Large,Convex,Grooved,1.35,f
e,Fairly Large,Convex,Textured,16.61,t
e,Medium,Bell,Grooved,4.29,f
p,Very Large,Convex,Smooth,10.58,t
e,Medium,Convex,Silky,9.46,f
p,Very Large,Sunken,Sticky,7.03,t
p,Huge,Sunken,Sticky,24.61,f
e,Medium,Convex,Textured,12.67,f
e,Fairly Large,Convex,Hairy,5.87,t
e,Moderate,Convex,Scaly,17.45,t
p,Huge,Convex,Grooved,10.48,t
p,Very Large,Others,Smooth,17.37,f
e,Fairly Large,Convex,missing,26.66,f
e,Fairly Large,Convex,Scaly,24.8,t
p,Huge,Convex,Grooved,0.66,f
e,Fairly Large,Sunken,missing,19.17,f
p,Large,Others,Silky,0.0,t
e,Medium,Convex,Textured,2.03,f
p,Large,Flat,Textured,6.74,f
e,Fairly Large,Flat,Silky,12.61,t
e,Fairly Large,Convex,Silky,11.26,f
p,Large,Bell,Textured,5.9,t
p,Large,Flat,Wrinkled,6.11,f
e,Medium,Convex,Hairy,23.1,f
p,Very Large,Convex,Grooved,13.72,t
p,Large,Convex,Smooth,21.48,f
p,Very Large,Others,missing,25.46,f
e,Fairly Large,Convex,Leathery,9.6,f
e,Moderate,Flat,missing,14.17,f
p,Large,Sunken,Dry,9.23,f
p,Very Large,Bell,missing,2.72,f
e,Fairly Large,Convex,Wrinkled,2.54,f
p,Huge,Convex,Iridescent,5.39,f
p,Huge,Bell,Grooved,2.06,f
e,Moderate,Convex,missing,6.2,f
p,Very Large,Flat,Scaly,13.73,f
p,Large,Sunken,Dry,2.5,f
p,Very Large,Convex,Textured,15.31,f
e,Moderate,Conical,Grooved,1.71,f
e,Fairly Large,Convex,Dry,13.1,f
p,Large,Convex,Textured,29.1,f
p,Large,Convex,Wrinkled,7.95,f
e,Fairly Large,Convex,missing,9.23,t
e,Moderate,Convex,Hairy,15.84,t
p,Very Large,Flat,Dry,8.37,f
e,Medium,Convex,missing,14.4,f
p,Very Large,Others,Smooth,16.43,f
p,Huge,Convex,Textured,8.57,t
p,Very Large,Sunken,Textured,21.9,f
p,Very Large,Flat,Leathery,4.66,f
p,Large,Others,Smooth,16.89,f
e,Large,Conical,missing,20.85,f
e,Moderate,Convex,Silky,5.89,f
p,Large,Convex,missing,0.99,f
e,Fairly Large,Convex,Silky,7.46,f
p,Very Large,Convex,Smooth,24.77,f
p,Very Large,Bell,Silky,7.94,f
p,Very Large,Sunken,Textured,15.44,t
p,Huge,Bell,missing,2.29,f
e,Moderate,Sunken,Leathery,23.74,f
e,Fairly Large,Punctate,Silky,11.37,t
p,Large,Bell,Hairy,7.6,t
p,Large,Convex,Scaly,3.55,t
p,Very Large,Convex,Textured,22.52,f
p,Very Large,Others,Silky,0.0,t
e,Fairly Large,Convex,missing,13.26,t
p,Very Large,Convex,Dry,20.97,t
e,Fairly Large,Convex,Sticky,10.23,f
e,Fairly Large,Convex,Textured,6.23,f
p,Very Large,Convex,Iridescent,16.21,f
e,Medium,Flat,Textured,7.04,f
p,Large,Others,missing,27.07,f
p,Huge,Flat,Silky,5.7,f
p,Very Large,Convex,Textured,17.08,f
p,Large,Sunken,Wrinkled,6.05,f
p,Very Large,Flat,Dry,4.23,f
p,Huge,Sunken,missing,11.11,t
p,Huge,Convex,missing,31.25,f
e,Medium,Convex,Hairy,13.96,f
p,Very Large,Bell,Textured,2.49,t
p,Very Large,Convex,Iridescent,9.09,t
p,Very Large,Sunken,missing,13.54,t
p,Large,Sunken,missing,7.08,f
e,Medium,Sunken,Leathery,36.19,f
e,Moderate,Bell,Scaly,3.0,f
p,Large,Others,Silky,0.0,t
p,Very Large,Conical,Iridescent,9.51,f
p,Huge,Convex,Scaly,11.12,t
e,Fairly Large,Convex,missing,9.39,t
p,Very Large,Convex,Sticky,1.33,f
e,Fairly Large,Convex,Textured,24.04,f
e,Fairly Large,Convex,Dry,13.34,f
p,Very Large,Convex,Scaly,13.48,t
e,Fairly Large,Convex,Textured,14.95,t
p,Large,Sunken,Dry,10.38,f
e,Fairly Large,Conical,Textured,13.02,f
p,Very Large,Convex,Scaly,3.51,t
p,Very Large,Sunken,missing,13.13,t
p,Very Large,Sunken,Sticky,29.77,f
p,Very Large,Convex,Dry,2.52,f
e,Fairly Large,Convex,Dry,14.28,f
e,Medium,Convex,missing,25.7,f
p,Huge,Others,Textured,0.0,f
p,Large,Convex,Scaly,5.72,f
p,Very Large,Flat,Sticky,6.22,t
e,Fairly Large,Sunken,Scaly,3.94,f
e,Fairly Large,Convex,Hairy,6.22,f
p,Huge,Conical,Hairy,3.06,f
p,Very Large,Sunken,Sticky,5.49,t
p,Large,Bell,Grooved,2.44,f
p,Very Large,Convex,Scaly,15.72,t
e,Large,Convex,Dry,25.12,f
p,Very Large,Flat,missing,11.25,f
p,Large,Bell,Hairy,6.99,t
e,Moderate,Sunken,missing,21.69,f
p,Large,Convex,Textured,7.74,t
p,Large,Flat,missing,13.36,f
p,Huge,Convex,Silky,5.65,f
e,Medium,Others,missing,25.85,f
e,Fairly Large,Flat,Hairy,5.5,f
p,Large,Convex,Scaly,3.36,t
p,Large,Bell,missing,1.84,f
p,Very Large,Convex,Iridescent,5.15,f
p,Huge,Convex,Smooth,10.9,t
e,Fairly Large,Flat,Smooth,24.68,f
p,Large,Convex,Grooved,2.44,f
e,Large,Sunken,Leathery,9.11,f
e,Medium,Bell,Grooved,1.48,f
e,Medium,Punctate,Grooved,1.62,f
p,Very Large,Flat,Scaly,3.54,t
e,Medium,Convex,Dry,14.03,f
e,Medium,Flat,Wrinkled,2.27,f
p,Very Large,Others,Sticky,1.24,f
e,Moderate,Flat,Scaly,23.6,t
p,Very Large,Punctate,Textured,2.44,t
p,Very Large,Sunken,Textured,14.91,t
p,Very Large,Convex,Scaly,14.45,t
p,Large,Flat,Textured,17.94,f
p,Huge,Bell,Scaly,17.95,f
p,Large,Convex,Hairy,7.58,f
p,Large,Flat,Textured,15.23,f
e,Medium,Convex,Silky,6.24,f
e,Fairly Large,Sunken,missing,20.72,f
e,Medium,Convex,Silky,9.4,f
e,Large,Sunken,Scaly,3.49,f
p,Huge,Flat,Textured,5.03,f
p,Huge,Flat,missing,1.01,f
p,Very Large,Conical,Sticky,12.77,f
e,Fairly Large,Convex,Dry,9.75,f
e,Large,Convex,missing,7.67,f
p,Large,Punctate,Textured,2.53,t
e,Moderate,Flat,Textured,4.86,f
e,Medium,Flat,Silky,12.89,f
p,Very Large,Convex,Grooved,2.38,f
e,Fairly Large,Convex,Scaly,27.84,t
e,Medium,Conical,missing,22.17,f
p,Very Large,Flat,missing,11.78,f
p,Very Large,Bell,Textured,2.64,t
p,Very Large,Convex,Silky,8.85,f
p,Very Large,Bell,Hairy,1.34,f
p,Very Large,Sunken,Textured,13.11,f
e,Fairly Large,Sunken,missing,6.97,f
p,Very Large,Flat,Scaly,14.49,f
p,Large,Sunken,Dry,9.19,f
e,Fairly Large,Convex,Scaly,16.68,t
p,Huge,Flat,Grooved,36.33,f
e,Medium,Convex,Textured,14.21,f
e,Moderate,Convex,Dry,9.76,f
e,Medium,Others,Leathery,48.61,f
e,Fairly Large,Flat,Hairy,6.5,f
p,Very Large,Flat,Scaly,3.2,t
p,Large,Conical,missing,3.62,f
e,Medium,Punctate,missing,13.27,f
e,Fairly Large,Convex,Hairy,13.39,f
p,Very Large,Flat,Silky,28.96,f
e,Medium,Conical,Grooved,0.97,f
p,Very Large,Sunken,Dry,9.2,f
e,Medium,Bell,Grooved,2.93,f
p,Huge,Others,Silky,0.0,t
p,Very Large,Convex,Grooved,2.48,f
p,Very Large,Convex,Grooved,1.59,f
e,Fairly Large,Punctate,Scaly,20.74,t
p,Very Large,Convex,Hairy,15.13,t
e,Medium,Convex,Scaly,8.37,f
p,Very Large,Punctate,Textured,2.51,t
p,Very Large,Convex,Silky,18.4,f
e,Fairly Large,Convex,Textured,16.48,f
p,Large,Sunken,missing,12.48,t
p,Large,Flat,missing,10.77,f
p,Very Large,Flat,Dry,7.49,f
e,Medium,Convex,Hairy,5.41,t
p,Huge,Convex,Scaly,3.48,t
p,Very Large,Convex,Iridescent,8.65,t
p,Huge,Convex,Grooved,2.66,f
e,Medium,Flat,Scaly,10.68,t
p,Huge,Convex,Scaly,11.78,t
p,Huge,Conical,Iridescent,7.7,f
p,Very Large,Convex,Hairy,17.68,f
p,Very Large,Convex,missing,13.29,f
p,Huge,Convex,missing,11.89,f
e,Moderate,Convex,Hairy,22.21,f
e,Medium,Convex,Scaly,29.5,t
p,Very Large,Flat,Scaly,23.16,f
e,Moderate,Sunken,missing,8.74,f
e,Medium,Punctate,Silky,13.76,t
e,Medium,Sunken,missing,6.9,f
e,Medium,Sunken,missing,6.79,f
e,Fairly Large,Convex,Silky,6.9,f
e,Fairly Large,Convex,missing,12.48,t
p,Large,Convex,Grooved,2.64,f
p,Huge,Flat,missing,12.73,f
p,Very Large,Convex,Textured,5.41,t
e,Medium,Convex,Scaly,25.58,t
e,Medium,Conical,Grooved,1.3,f
e,Fairly Large,Convex,missing,10.21,t
p,Very Large,Sunken,Textured,13.19,f
e,Large,Bell,Scaly,2.9,f
p,Huge,Convex,Textured,8.29,f
e,Medium,Convex,missing,21.13,f
p,Very Large,Convex,Grooved,2.39,f
e,Medium,Flat,missing,14.33,f
p,Large,Bell,Scaly,4.73,f
e,Medium,Sunken,missing,27.47,f
p,Huge,Bell,Hairy,1.59,f
e,Medium,Convex,missing,6.92,f
e,Fairly Large,Flat,missing,16.64,t
e,Medium,Flat,Hairy,5.61,f
p,Large,Bell,Dry,6.66,t
e,Fairly Large,Sunken,Silky,23.91,f
p,Huge,Punctate,Grooved,13.51,t
e,Fairly Large,Flat,Silky,9.48,f
p,Huge,Convex,Sticky,2.54,f
p,Huge,Others,Silky,0.0,t
p,Very Large,Convex,Silky,8.76,f
e,Fairly Large,Convex,Silky,2.2,f
p,Very Large,Convex,Smooth,9.32,t
p,Very Large,Convex,Grooved,16.52,t
p,Large,Convex,Grooved,44.9,f
e,Large,Flat,Grooved,0.85,f
e,Large,Convex,Dry,10.38,f
p,Very Large,Convex,missing,12.34,f
p,Large,Convex,Hairy,29.53,f
p,Very Large,Convex,Sticky,3.14,f
e,Fairly Large,Sunken,Scaly,2.32,f
e,Fairly Large,Flat,Textured,14.07,f
e,Fairly Large,Convex,Silky,13.85,t
e,Fairly Large,Convex,Textured,18.07,t
e,Fairly Large,Convex,missing,18.14,f
e,Medium,Convex,Leathery,8.27,f
e,Medium,Flat,Silky,9.58,f
p,Very Large,Flat,Textured,14.92,f
p,Large,Convex,Smooth,25.11,f
p,Large,Convex,Hairy,6.32,f
e,Fairly Large,Convex,Dry,15.78,f
e,Medium,Conical,Grooved,1.82,f
e,Medium,Convex,Textured,12.31,f
e,Fairly Large,Convex,Textured,7.35,f
p,Very Large,Bell,Grooved,2.89,f
e,Medium,Convex,missing,19.84,f
p,Large,Convex,Dry,2.59,f
e,Fairly Large,Bell,Grooved,3.52,f
e,Fairly Large,Flat,Scaly,28.44,t
p,Very Large,Convex,Textured,6.02,t
e,Fairly Large,Sunken,Wrinkled,11.48,f
e,Medium,Convex,Dry,33.45,f
p,Very Large,Others,missing,32.2,t
e,Fairly Large,Convex,Silky,13.46,t
p,Large,Flat,missing,13.59,f
p,Huge,Bell,Grooved,3.23,f
e,Fairly Large,Convex,Dry,12.12,f
p,Huge,Bell,missing,2.13,f
e,Moderate,Sunken,missing,26.78,f
e,Fairly Large,Convex,Dry,34.12,f
e,Medium,Convex,Scaly,9.32,f
p,Very Large,Punctate,Scaly,19.19,f
p,Huge,Sunken,missing,6.47,f
p,Very Large,Flat,Scaly,5.37,f
p,Large,Sunken,missing,13.07,t
e,Medium,Convex,missing,10.51,t
p,Very Large,Sunken,Silky,5.82,f
p,Huge,Bell,Scaly,11.89,t
e,Medium,Punctate,missing,12.58,f
e,Fairly Large,Convex,Hairy,3.49,f
p,Large,Conical,Sticky,12.42,f
p,Huge,Sunken,Sticky,4.87,t
e,Fairly Large,Convex,Hairy,4.57,t
p,Very Large,Flat,Silky,5.92,f
e,Medium,Flat,Silky,16.62,f
p,Huge,Convex,Sticky,28.54,f
p,Very Large,Convex,Dry,2.36,f
p,Very Large,Bell,Scaly,4.56,f
e,Fairly Large,Bell,Grooved,3.2,f
p,Large,Convex,Textured,5.3,t
p,Very Large,Bell,Textured,2.49,t
e,Fairly Large,Convex,Textured,8.8,f
e,Medium,Convex,Textured,6.23,t
p,Large,Bell,missing,2.35,f
p,Large,Convex,missing,11.05,f
p,Huge,Convex,Smooth,10.49,t
p,Huge,Flat,missing,9.08,f
e,Fairly Large,Sunken,Scaly,3.68,f
p,Very Large,Flat,missing,12.59,f
e,Large,Flat,Silky,11.31,t
p,Huge,Convex,Smooth,10.2,t
e,Fairly Large,Conical,Textured,12.57,f
e,Fairly Large,Convex,missing,8.89,f
p,Large,Others,missing,22.48,t
e,Fairly Large,Sunken,Silky,12.01,f
e,Large,Flat,Grooved,1.08,f
p,Very Large,Others,Sticky,1.62,f
p,Very Large,Sunken,Silky,5.6,f
e,Medium,Convex,Silky,9.77,f
e,Medium,Conical,missing,21.78,f
e,Medium,Sunken,missing,8.45,f
p,Huge,Others,missing,28.6,t
e,Fairly Large,Convex,Hairy,6.98,f
p,Large,Sunken,missing,12.37,t
p,Large,Convex,Silky,5.57,f
e,Fairly Large,Flat,Silky,21.19,f
p,Huge,Convex,Scaly,23.42,t
e,Fairly Large,Flat,Textured,9.48,f
p,Very Large,Others,missing,27.48,f
p,Huge,Others,missing,14.87,f
e,Large,Sunken,Textured,18.13,f
e,Fairly Large,Convex,Grooved,2.54,f
p,Large,Convex,Textured,16.7,f
e,Medium,Flat,missing,15.17,f
p,Very Large,Convex,Iridescent,2.36,f
e,Medium,Flat,Scaly,26.79,t
e,Fairly Large,Convex,missing,17.54,f
e,Fairly Large,Convex,Hairy,12.48,f
e,Fairly Large,Punctate,Textured,59.12,f
p,Huge,Sunken,Dry,8.49,f
p,Huge,Bell,Hairy,7.34,t
e,Fairly Large,Convex,Silky,1.83,f
p,Huge,Flat,Dry,2.51,f
p,Large,Flat,Leathery,5.05,f
e,Large,Flat,missing,19.0,t
e,Fairly Large,Convex,missing,7.76,f
p,Huge,Bell,Scaly,17.74,f
e,Medium,Convex,Dry,13.65,f
p,Huge,Sunken,Sticky,6.39,t
p,Large,Convex,Scaly,14.9,t
e,Large,Flat,Silky,15.92,f
p,Very Large,Convex,Grooved,2.72,f
e,Large,Others,Scaly,28.4,f
p,Large,Convex,Wrinkled,10.66,f
p,Huge,Sunken,missing,5.71,f
p,Very Large,Others,Smooth,12.13,f
p,Very Large,Conical,Textured,3.19,f
p,Huge,Convex,Textured,17.63,f
p,Huge,Bell,Scaly,4.29,f
p,Huge,Others,Leathery,0.0,f
e,Large,Flat,Silky,16.56,t
e,Medium,Convex,Hairy,14.9,t
e,Large,Convex,missing,14.47,f
e,Large,Flat,Silky,9.9,f
p,Very Large,Others,missing,22.14,f
e,Fairly Large,Flat,Scaly,19.43,t
p,Very Large,Convex,Sticky,3.39,f
e,Medium,Sunken,missing,7.53,f
e,Fairly Large,Sunken,Silky,22.21,f
e,Fairly Large,Convex,Dry,12.14,f
p,Huge,Punctate,missing,31.68,f
p,Large,Convex,Hairy,4.97,t
p,Very Large,Flat,Scaly,16.07,f
p,Very Large,Others,missing,22.78,f
p,Very Large,Convex,Hairy,14.67,t
p,Huge,Convex,Scaly,3.25,t
p,Very Large,Sunken,missing,7.15,f
p,Very Large,Flat,Textured,18.69,f
p,Huge,Punctate,Scaly,12.11,t
e,Fairly Large,Sunken,Textured,16.97,f
e,Medium,Punctate,Grooved,1.38,f
p,Very Large,Convex,Silky,5.51,f
p,Very Large,Sunken,Dry,6.88,f
e,Medium,Sunken,Scaly,3.31,f
e,Fairly Large,Convex,missing,4.85,f
p,Very Large,Flat,Sticky,7.41,t
e,Medium,Flat,Scaly,12.19,t
e,Medium,Punctate,Grooved,1.77,f
p,Very Large,Others,Leathery,0.0,f
p,Huge,Bell,Textured,6.58,t
e,Medium,Convex,Sticky,9.28,f
e,Fairly Large,Convex,Textured,17.43,f
p,Huge,Bell,Silky,12.45,t
e,Fairly Large,Sunken,missing,25.21,f
e,Medium,Bell,Grooved,2.9,f
p,Large,Convex,missing,20.6,f
p,Huge,Convex,Grooved,2.29,f
p,Large,Punctate,missing,28.87,f
p,Huge,Others,Textured,0.0,f
p,Huge,Convex,missing,4.14,f
e,Large,Punctate,Grooved,1.75,f
e,Fairly Large,Convex,Textured,56.5,f
p,Very Large,Convex,missing,4.02,f
e,Medium,Convex,missing,18.67,t
p,Gigantic,Convex,Silky,18.83,f
e,Fairly Large,Flat,Textured,23.48,f
p,Very Large,Flat,Dry,2.67,f
p,Huge,Punctate,Textured,2.55,t
e,Fairly Large,Convex,Silky,15.64,t
p,Huge,Convex,Hairy,6.96,t
e,Fairly Large,Convex,missing,23.14,f
