Seating Capacity,Average Meal Price,Social Media Followers,Revenue
73,28.81,58603,485609.12
39,54.27,14902,485701.62
35,61.44,28171,485737.29
50,42.49,25064,485828.11
46,46.03,31360,486068.84
69,30.86,26362,486103.28
55,38.47,32069,486126.75
57,37.4,13176,486138.1
60,35.01,11322,486176.78
47,44.47,13110,486194.51
34,61.62,37200,486272.24
70,30.49,30280,486297.13
60,35.72,18492,486388.78
50,41.5,30331,486464.05
75,27.63,56953,486469.9
62,34.09,24385,486570.0
65,31.83,36724,486585.1
61,34.08,36772,486925.56
79,26.85,26047,487018.35
38,55.2,39752,487026.8
38,55.25,26366,487121.05
52,40.55,33039,487142.75
62,35.13,16609,487149.82
63,33.64,17082,487159.76
60,36.03,35348,487246.29
66,32.31,50289,487356.62
34,61.35,12718,487678.4
40,52.94,18386,487771.86
42,49.88,36882,487907.66
46,46.9,15244,487999.0
64,33.21,29654,488035.73
40,53.3,13405,488405.65
35,60.02,15020,488705.04
50,42.67,31846,488753.45
83,25.18,48458,488793.88
62,34.34,41285,488856.51
43,49.65,22152,489037.45
69,31.14,33040,489039.06
79,26.22,62935,489087.61
44,47.81,46701,489124.5
44,48.39,15722,489262.81
69,30.22,42759,489317.61
49,43.8,19165,489385.65
46,45.91,24910,489437.02
49,44.06,13453,489464.13
69,31.64,18766,489517.92
42,51.17,28371,489638.9
42,51.73,16279,489655.65
72,30.02,21217,489663.83
83,25.68,25140,489716.42
55,38.93,34227,489833.23
63,33.49,31866,489887.16
31,69.3,31134,489939.5
44,49.5,23542,489984.6
30,71.24,25668,490106.04
67,31.76,17186,490204.16
76,28.11,42741,490207.83
64,33.3,36474,490254.1
67,31.91,31583,490291.52
54,39.83,28408,490322.12
66,32.54,34643,490331.17
69,31.29,17684,490339.5
35,60.77,34512,490497.36
64,33.51,50468,490556.51
32,66.87,36271,490672.8
58,37.02,25539,490719.37
33,65.25,47857,490802.1
34,63.6,52133,490917.65
64,33.96,19126,490997.66
33,65.67,20198,491001.59
82,26.13,53249,491088.82
33,65.46,29043,491097.95
31,67.42,39712,491193.32
33,63.8,44779,491226.15
39,54.06,18675,491271.77
60,36.05,8219,491305.55
60,36.26,25538,491449.58
72,29.24,89715,491547.01
39,55.68,35711,491726.03
30,72.23,11638,491734.39
35,60.67,27457,491901.96
59,36.83,33636,491970.52
87,25.05,27849,491982.25
48,44.6,29096,492083.5
71,30.14,22740,492150.92
74,28.83,52140,492282.99
61,34.33,25781,492327.02
62,35.07,12232,492338.7
69,31.36,43977,492386.95
36,60.49,26607,492403.07
58,37.11,12152,492433.54
38,57.88,11966,492571.44
48,45.36,17042,492650.08
50,42.13,25307,492700.66
36,59.93,41093,493144.54
59,35.98,30194,493192.46
61,35.67,29490,493227.3
72,29.39,80118,493239.83
50,42.14,32053,493329.67
32,67.0,12407,493329.85
50,42.16,27788,493470.28
32,66.52,7229,493541.85
36,59.43,18405,493602.08
49,43.43,34698,493728.76
58,36.58,39861,493730.19
54,39.34,25365,493787.73
65,33.11,37924,493806.28
39,55.4,26709,493987.55
55,38.85,39606,494069.95
69,31.05,34104,494094.5
43,50.52,10241,494557.71
40,53.26,18688,494699.88
61,34.97,33046,494752.53
40,53.26,14133,494757.33
39,54.53,31834,494784.08
37,58.33,26928,494858.24
77,27.83,38216,494906.7
62,35.14,27155,494968.97
61,35.77,19992,495076.61
53,40.68,34366,495166.76
45,47.32,46116,495266.2
72,30.16,44576,495448.88
64,34.02,43388,495525.24
45,46.69,34444,495616.12
64,34.03,35631,495802.57
37,58.37,24304,495926.97
32,67.69,45775,496121.38
63,35.12,23363,496357.59
69,31.74,20485,496427.09
48,44.5,32959,496761.45
50,43.82,23456,496779.3
45,47.02,32295,496849.71
66,32.24,36653,496907.05
68,32.2,37795,496919.75
60,35.46,30836,496998.1
57,38.33,33347,497196.43
43,50.41,18654,497309.35
79,26.44,68325,497324.31
88,25.0,30367,497367.35
50,42.46,14867,497399.73
59,37.0,27260,497417.5
37,59.62,17459,497511.63
72,30.41,28151,497526.18
61,35.72,18057,497586.73
51,42.14,24510,497854.62
67,32.11,37039,497943.66
48,45.8,28765,498009.95
47,46.69,40205,498114.41
70,30.37,29634,498132.2
38,58.28,14915,498223.59
73,29.59,47394,498243.68
30,73.53,19187,498273.89
50,42.98,19390,498513.92
63,35.08,25318,498544.82
38,55.82,35507,498599.19
37,59.17,21133,498604.81
36,60.73,29322,498618.26
74,29.47,45749,498637.83
43,49.88,26952,498685.12
32,69.03,25199,498722.52
81,26.49,87221,498728.44
78,28.03,53489,498794.51
58,37.36,29873,498794.71
50,43.37,39120,498879.51
63,34.88,22016,498960.82
72,30.22,69704,499116.12
80,26.75,36806,499122.3
58,36.98,30833,499132.19
35,62.13,24815,499243.72
60,35.47,42995,499302.01
60,36.94,20285,499396.89
65,33.2,28120,499450.8
44,48.62,34702,499605.32
55,40.03,26008,499699.48
67,31.79,23106,499744.08
53,40.07,29863,499889.24
52,42.17,26118,499976.01
42,50.82,14491,500024.91
52,41.48,18906,500273.48
47,45.68,44169,500285.79
41,52.44,23094,500350.34
54,40.15,55625,500432.8
34,63.96,27300,500435.58
53,40.69,29917,500449.95
40,54.7,14996,500522.4
67,33.18,12125,500630.87
65,33.91,14994,500650.1
31,71.79,26242,500945.13
40,55.26,28229,501149.55
50,43.32,43387,501156.09
62,35.04,35815,501260.93
79,26.97,46138,501540.89
70,31.36,23185,501573.15
53,40.89,36688,501617.6
85,26.22,16778,501637.28
56,38.08,50281,501648.09
68,31.78,20407,501702.31
34,63.83,48873,501987.48
49,45.31,10325,502154.29
59,37.5,27784,502270.7
62,35.51,42151,502346.6
55,40.13,24808,502434.69
42,52.15,13747,502513.1
59,37.72,29505,502513.59
61,36.03,26426,502583.7
57,38.54,26376,502927.28
38,58.0,23512,502977.1
36,59.52,30099,503137.63
43,50.32,7008,503180.34
64,34.32,30259,503251.55
43,49.44,39629,503449.69
87,25.49,23707,503878.68
82,26.03,56915,503952.48
68,31.77,22614,503960.94
50,42.84,28976,503971.46
32,68.94,12250,503988.68
56,38.75,35377,504106.85
54,40.39,26948,504199.17
62,35.22,30854,504355.1
81,26.1,94558,504537.3
50,43.94,28111,504620.91
68,32.55,33113,504791.45
69,31.8,21996,504814.7
33,67.92,13368,504920.86
81,26.56,45676,504939.82
59,38.26,9375,505067.87
30,73.87,21687,505188.85
38,58.52,40048,505493.2
79,28.5,18904,505677.7
36,60.55,17217,505688.2
33,66.99,16703,505725.59
44,49.61,42971,505726.71
39,55.59,32444,505745.8
44,50.46,24933,505789.39
44,50.57,39790,505827.45
49,45.53,37438,505829.3
34,65.62,21219,505848.03
41,52.86,36106,505940.68
66,33.79,15004,506025.08
60,35.81,33226,506045.28
50,43.28,29918,506098.06
58,38.16,41070,506185.74
75,29.65,29100,506247.65
49,45.45,38426,506306.1
49,45.61,21158,506409.22
30,74.05,34189,506512.65
67,32.39,36451,506554.4
70,31.7,36052,506622.6
70,32.33,18673,506655.12
42,52.43,38001,506728.66
45,49.46,23558,506815.58
68,32.68,28847,506871.37
40,55.99,25958,507308.72
37,59.31,12605,507312.34
85,26.25,30552,507359.6
50,44.14,20547,507676.75
32,68.74,28085,507706.33
75,28.99,62086,507773.95
48,46.19,37459,507810.95
56,38.92,36412,507829.76
37,58.38,41504,507955.2
86,25.17,77807,508068.41
62,36.02,29732,508282.58
49,44.64,23569,508506.91
61,35.15,50654,508545.55
39,57.25,49405,508586.5
88,25.04,38090,508601.26
36,61.68,15704,508647.9
72,30.88,42633,508660.83
31,69.96,29009,508722.15
60,36.72,31894,508752.82
34,65.1,28606,508814.2
76,27.9,103307,508822.35
68,32.55,26517,508833.1
61,35.29,48971,508877.81
32,69.15,38362,508990.85
41,53.42,42036,509082.74
40,57.0,15290,509089.5
50,45.01,17514,509194.15
71,31.23,44745,509214.35
50,43.79,17732,509339.07
57,38.76,23740,509382.52
30,74.83,16549,509442.61
34,63.99,24946,509450.12
68,32.56,31405,509470.65
71,31.17,42510,509516.23
76,28.3,88505,509718.55
60,37.27,12853,509825.28
65,34.21,33086,509857.34
59,37.26,21829,509860.21
30,75.37,18276,509861.98
49,45.95,25097,509870.05
42,53.63,40662,509892.47
52,43.16,18932,509983.56
49,45.86,34221,509990.91
34,65.57,19976,510012.49
74,29.53,30414,510115.27
54,40.98,15366,510132.52
78,28.64,31903,510265.61
46,48.5,35313,510333.65
50,43.98,14088,510520.6
34,65.18,18284,510642.24
60,36.68,23502,510666.2
50,44.8,24779,510784.65
70,31.48,18923,510838.09
56,39.58,19779,510871.77
63,35.07,19257,510890.26
49,45.41,22470,510958.49
49,44.62,31217,510980.51
47,46.86,25722,511068.7
51,43.0,26604,511244.2
77,28.9,72937,511266.45
49,45.53,13303,511370.79
38,59.5,32373,511457.15
58,39.02,20723,511608.23
31,71.65,26214,511663.5
59,37.55,29931,511746.25
69,32.34,25397,511759.49
54,41.53,13906,511872.72
56,38.91,44456,511897.59
41,55.05,22666,511980.3
69,32.44,13074,511994.52
66,33.72,36162,512052.7
32,69.34,27161,512070.03
78,28.66,35359,512137.97
76,28.59,78122,512245.74
82,27.41,27671,512250.28
53,41.86,51778,512333.38
43,52.8,16454,512462.7
69,31.97,41059,512630.58
43,51.53,50224,512687.91
49,45.66,17084,512696.0
63,36.0,20253,512848.15
58,38.16,24785,512858.85
64,34.86,30904,513004.96
84,26.16,33177,513166.25
56,39.7,34476,513203.2
41,54.03,42136,513285.97
47,47.29,25664,513289.15
41,55.11,37062,513424.66
75,30.45,35592,513497.6
71,31.52,55352,513530.56
67,33.86,40930,513574.14
35,63.23,12618,513614.14
63,35.44,7190,513628.24
81,27.35,54600,513823.75
64,34.92,27905,513886.89
32,70.68,27366,514000.06
58,38.68,34606,514072.52
55,40.46,32177,514076.61
59,37.37,39169,514083.87
81,26.96,47734,514096.18
53,42.88,22670,514104.0
35,62.96,29361,514143.51
49,45.65,47228,514160.8
59,37.42,37357,514202.57
48,47.06,24054,514211.06
61,36.5,17098,514232.9
55,40.69,16899,514333.77
74,29.94,86866,514495.34
39,58.55,37254,514513.25
54,41.6,14335,514535.45
47,46.88,26561,515001.35
40,55.75,29693,515043.9
34,66.22,22301,515230.85
56,40.22,20918,515306.12
73,30.76,44081,515321.81
45,50.63,12857,515324.98
44,52.03,21856,515437.76
68,33.05,43806,515456.5
56,40.43,42202,515580.08
69,32.68,26296,515619.28
50,45.54,12877,516039.09
69,32.71,7316,516433.34
47,47.35,28521,516591.75
81,27.05,64227,516683.65
45,49.84,41084,516769.02
30,75.09,27244,516884.34
60,38.25,28796,516891.8
48,45.92,18039,517063.07
70,31.36,71503,517079.71
36,61.88,32545,517141.51
52,43.42,15008,517234.06
73,30.48,38168,517476.0
73,31.32,17777,517483.05
59,38.67,34832,517493.2
78,28.18,53978,517590.16
62,36.63,50132,517740.15
57,39.58,33460,517741.74
62,35.84,34190,517891.58
53,42.95,20943,517934.95
59,37.73,50866,518045.63
59,37.48,45383,518125.05
54,41.59,45129,518251.37
53,42.28,30687,518369.19
60,38.09,29449,518494.39
58,39.38,44183,518745.11
39,57.78,32175,519147.91
34,66.01,16714,519226.81
53,42.2,16396,519232.6
63,35.57,21662,519232.97
57,147.63153534684352,22746,519337.2
70,32.42,23517,519352.75
42,53.55,25061,519485.5
50,45.11,43591,519566.94
41,54.04,43995,520293.69
49,45.95,25655,520319.3
70,32.25,48934,520361.45
36,62.21,45655,520392.07
59,37.73,39576,520435.27
33,67.16,53555,520663.71
38,59.1,31705,520738.45
40,56.39,25590,520819.87
33,68.62,58082,520860.96
86,26.18,52397,520914.53
50,45.02,28192,521094.28
34,68.24,17287,521168.59
52,43.69,33048,521423.64
55,41.37,49466,521531.14
35,63.98,32357,521539.27
30,75.18,26276,521542.48
62,36.42,10855,521621.21
54,41.7,22710,521957.6
42,54.29,20038,521983.11
66,34.51,31303,522246.28
34,67.35,18985,522380.55
70,32.27,40986,522383.73
70,32.19,21705,522437.75
73,30.66,51514,522502.42
34,67.7,12488,522566.4
36,62.98,22623,522599.41
40,55.69,38134,522667.79
47,48.73,34767,522779.72
67,34.05,22999,523168.2
35,65.02,21097,523294.83
50,45.22,28678,523321.66
65,34.68,32149,523344.17
84,26.66,56632,523440.66
70,31.99,40734,523466.99
75,30.79,40531,523594.77
56,40.07,55358,523661.8
66,35.22,18467,523691.57
39,59.07,36134,523733.31
82,218.93459753598634,33853,523776.01
51,45.1,41577,523887.65
36,61.65,44994,523939.5
39,59.04,40918,524081.46
56,40.65,14248,524421.45
66,34.82,12298,524694.7
68,33.81,37745,524744.31
54,41.38,22882,524767.46
46,50.03,21627,524875.41
64,35.87,16751,524940.71
40,57.29,33012,524989.71
43,53.49,18516,525079.76
36,63.57,23484,525125.45
66,35.24,15041,525200.07
30,75.56,33289,525201.21
70,32.19,18145,525382.49
55,41.23,35758,525419.81
34,66.79,19302,525683.7
42,55.03,21330,525714.87
66,35.14,19047,525719.81
31,73.12,23756,525835.24
58,40.09,22596,525915.82
69,32.8,15502,526082.4
46,49.26,41634,526127.38
64,35.74,31792,526198.92
48,48.14,39666,526235.04
31,73.58,33615,526290.07
66,34.51,39122,526316.69
52,43.6,23729,526321.65
60,38.8,13493,526451.25
79,29.16,22755,526515.95
57,40.55,24428,526632.35
74,30.69,33520,526736.35
31,73.57,25170,526903.03
54,42.48,20667,526961.07
44,52.41,12754,526968.24
76,29.35,89103,527001.75
59,39.41,13386,527117.37
71,31.89,32412,527220.73
72,30.98,54436,527228.4
50,46.88,18148,527237.78
31,72.85,34380,527473.05
60,38.09,7708,527585.55
44,52.59,24891,527598.2
43,54.6,22990,527656.6
73,30.55,76695,527741.75
51,45.3,36607,527825.05
85,26.41,48101,527833.14
48,48.53,35006,528004.9
42,55.19,18915,528024.47
70,32.25,36793,528084.4
59,38.84,25034,528149.9
61,37.79,18157,528168.88
66,34.38,37073,528246.25
78,29.74,44374,528280.24
44,51.92,17842,528335.8
72,32.1,51557,528343.05
72,31.75,45271,528382.8
35,64.8,39280,528559.7
80,29.14,44898,528599.74
35,65.21,21686,528658.14
50,45.24,48168,528676.56
50,45.91,29666,528800.69
67,34.57,39024,528946.12
42,55.69,19948,528992.1
31,73.72,41941,529088.41
60,38.52,40582,529186.38
77,29.6,29724,529189.1
59,39.43,30081,529287.67
37,62.0,32537,529407.35
47,49.81,21246,529433.44
71,31.73,43813,529558.43
83,27.79,54599,529642.49
36,63.87,36880,529656.03
46,50.43,36335,529770.62
73,30.74,71661,529830.87
75,30.24,43525,529884.85
82,27.34,55320,529998.54
52,43.83,17988,530063.73
82,28.57,13885,530065.44
83,27.38,19418,530233.74
65,35.54,11877,530318.83
74,31.55,31999,530329.45
63,37.0,32407,530365.85
73,31.38,84721,530392.21
71,32.07,28689,530506.01
61,37.36,25124,530546.82
70,32.75,63826,530588.3
69,33.66,46669,530632.51
81,28.95,33652,530662.5
72,31.11,75143,530902.46
42,55.37,22408,530925.12
59,39.31,24811,531198.64
61,37.28,27848,531605.72
50,45.97,50799,531731.66
42,55.3,24316,531758.4
47,49.99,31312,531805.2
47,49.46,37075,532116.19
54,42.49,32909,532409.48
63,37.08,33140,532430.9
37,62.27,19911,532544.42
30,75.58,32491,532582.43
31,75.4,33767,532729.65
72,32.21,85999,532771.56
66,35.64,28876,532888.94
66,35.44,12234,532891.3
48,48.52,31194,532991.46
75,29.92,78661,533141.59
62,37.04,25825,533357.19
80,28.42,66283,533704.69
71,32.68,50981,533707.17
58,39.33,40937,533721.25
48,47.51,28312,533734.88
76,30.66,32004,533755.06
71,32.45,63507,533891.9
68,33.81,49389,533894.72
83,28.16,28270,533913.36
70,31.94,73292,533972.52
52,44.83,29976,533986.72
58,40.07,30201,534019.79
47,48.83,27509,534045.8
63,36.15,24955,534093.0
33,71.07,24268,534142.98
70,33.33,64791,534166.63
84,26.65,86698,534339.1
33,70.64,20621,534359.77
87,26.45,65473,534476.5
38,60.59,42992,534559.99
65,36.09,41093,534721.78
30,75.89,38273,534729.61
62,37.59,29819,534938.49
50,46.43,33909,535228.86
52,45.4,27264,535255.0
89,25.64,34683,535263.97
44,53.88,29033,535485.97
79,29.43,68618,535496.08
69,33.28,16414,535609.98
55,42.7,16324,535623.5
77,29.95,41050,535964.2
60,39.52,14313,536196.85
45,51.1,43945,536235.85
63,37.17,39277,536260.91
35,65.9,41797,536397.45
33,70.29,21062,536432.78
85,27.07,40338,536690.38
50,46.31,34896,536815.45
70,32.14,86624,536830.48
60,39.13,21711,536842.01
65,35.49,16089,536844.12
34,69.15,13623,536938.85
33,71.82,13022,536956.74
65,35.99,42099,536981.72
38,62.47,33244,536989.56
54,43.35,43148,537074.25
34,69.24,18759,537098.37
69,34.46,40667,537327.01
54,43.06,37219,537378.21
64,37.18,36274,537587.02
75,30.79,23253,537686.0
60,38.53,23332,537700.8
39,59.54,27281,537702.89
39,60.68,32988,537773.42
69,34.3,32007,537964.65
47,49.11,44407,538174.06
62,37.24,31804,538179.54
60,39.43,21775,538345.85
65,36.32,23446,538587.3
83,28.03,68646,538587.34
43,53.37,47068,538631.45
55,42.74,45450,538787.78
63,37.14,23436,538857.08
34,69.96,32974,538970.3
73,31.47,68155,539063.69
32,73.11,29018,539336.35
41,56.75,16751,539416.3
61,38.96,23429,539471.37
75,31.02,63240,539522.9
54,44.34,19902,539682.38
39,60.65,29919,539758.65
68,34.22,32530,539778.5
66,35.67,17096,76818.32342798494
61,38.22,28268,539923.94
64,36.34,30666,539964.78
44,52.76,33413,539974.65
65,35.94,38689,540038.75
50,47.81,20447,540212.58
60,38.23,43603,540271.45
57,41.07,16796,540352.58
48,48.18,44451,540399.09
61,37.8,43662,540559.8
78,29.84,56952,540582.18
53,44.05,33513,540642.95
79,29.59,78432,540697.92
76,31.57,24656,540853.8
67,35.29,27684,541011.63
31,75.53,30436,541018.49
50,47.67,27114,541236.12
89,25.97,59985,541352.09
47,49.6,39025,541366.95
48,48.29,37285,541368.62
40,58.15,36090,541399.3
61,38.63,24409,541436.09
65,36.64,19988,541458.28
74,31.96,42784,541555.92
40,59.91,31548,541660.25
65,36.8,29130,541794.3
48,49.78,20428,541938.98
69,34.09,13621,541957.23
63,37.43,39854,542006.53
80,29.12,73840,542037.42
72,32.56,35067,542120.11
69,34.13,25912,542166.4
65,36.47,38731,542295.85
61,39.51,32859,542506.98
74,31.86,21661,542523.59
57,40.84,48021,542623.65
63,37.78,42421,542624.97
73,31.67,72800,542695.57
64,36.74,17950,542890.48
57,40.96,46083,542925.35
69,34.68,34194,542953.04
39,60.05,24943,543066.0
55,42.4,23087,543147.15
41,56.47,39804,543195.13
76,31.19,47527,543231.53
60,39.68,29647,543240.35
54,43.07,40128,543311.89
59,39.91,26280,543322.09
58,40.87,13152,543356.12
57,41.03,22195,543392.54
37,63.69,10424,543432.98
76,31.11,34768,543490.9
78,29.3,71985,543510.45
64,37.07,30122,543530.58
67,34.67,38950,543677.71
66,36.42,48396,543684.08
84,28.69,24282,543737.09
36,66.41,13516,543823.79
85,27.49,63458,544070.54
43,55.56,30663,544161.63
67,36.0,27503,544343.65
60,39.64,16312,544410.34
62,38.39,19055,544470.13
53,44.55,19156,544535.6
74,31.95,51991,544569.5
44,54.0,37523,544582.65
67,35.67,30111,544759.47
70,33.26,90968,545039.98
46,51.38,30403,545152.31
41,58.44,20933,545251.37
63,37.73,18951,545317.99
70,34.54,24849,545427.77
78,30.86,55730,545428.2
39,60.95,34358,545462.75
86,27.17,36623,545473.04
33,72.8,31137,545476.65
38,63.24,18868,545589.44
44,54.17,24989,545716.51
41,57.39,50652,545775.38
62,38.77,22061,545819.53
43,54.38,18568,546021.5
65,36.83,13517,546101.28
62,38.62,31011,546148.29
35,68.65,15497,546188.5
63,38.34,15763,546303.53
84,27.29,84073,546338.61
71,33.85,38380,546620.65
70,33.55,30027,546737.4
57,42.57,22408,546988.88
66,36.14,44873,546992.17
89,27.35,30670,547105.0
82,29.1,45861,547287.25
51,46.68,35462,547480.04
78,30.28,56101,547497.87
50,47.33,42189,547678.36
52,45.52,30509,547718.85
70,33.64,12690,547911.92
42,57.36,28125,547938.97
75,31.53,31821,548128.27
47,50.48,46450,548289.6
80,29.22,78062,548383.66
44,53.98,23523,548509.85
48,50.43,34763,548646.95
52,45.93,18276,548685.09
64,36.75,35056,548722.55
52,45.32,34635,548849.47
73,33.4,21327,549153.25
77,31.11,39339,549279.78
77,30.65,51699,549580.75
81,29.33,52093,549679.76
34,72.05,35204,549830.15
64,36.96,15828,549945.44
41,58.21,18200,549985.51
60,39.48,29387,550121.65
70,33.78,70234,550343.14
72,32.6,78279,550391.35
60,40.42,36980,550553.22
69,34.45,23687,550782.95
52,46.56,23997,550805.47
66,37.03,20320,550836.76
33,72.65,43377,550876.05
70,34.84,29003,550958.33
68,35.05,24341,551062.85
35,69.21,17628,551197.15
48,50.62,30236,551270.06
58,41.82,25500,551345.96
50,48.13,51774,551359.95
42,56.62,43786,551375.88
38,65.08,20116,551377.78
35,69.6,22486,551475.5
73,32.65,88043,551622.5
75,31.07,63979,551633.61
48,50.5,30086,551638.8
74,32.11,68829,551677.29
55,44.03,41924,551865.05
54,44.87,15995,551978.43
33,72.38,19578,552046.48
67,35.26,43757,552222.21
58,41.17,17135,552304.26
37,65.5,35322,552384.1
65,36.94,22953,552432.37
65,37.45,30981,552490.9
39,61.95,19173,552513.6
84,28.68,50012,552551.86
60,39.78,16615,552742.37
35,68.83,35663,552765.05
65,36.37,36159,552928.53
55,43.58,43033,552945.03
59,40.51,51688,553069.13
76,31.95,46862,553428.1
42,57.84,13088,553484.92
46,52.56,12762,553490.04
79,30.48,47044,553558.24
53,45.71,19072,553631.43
63,37.82,36509,553728.15
68,35.45,21486,553788.45
69,35.91,11676,553850.1
41,59.46,21239,553855.13
56,42.73,19245,553946.82
40,59.98,47270,554094.08
49,49.79,33464,554174.11
70,34.56,45302,554331.62
36,66.09,26557,554418.09
35,68.26,26629,554510.11
68,35.27,13873,554647.31
80,29.5,64939,554854.45
61,40.6,17319,554911.25
68,35.32,28030,554914.88
80,30.67,41749,554978.21
42,57.7,28492,554986.2
72,32.93,54415,555227.11
53,45.49,25269,555355.4
65,37.52,38462,555420.2
73,33.01,34442,555539.41
86,28.04,63021,555679.73
70,34.43,48025,555969.61
45,55.21,16543,556003.39
72,33.69,55914,556029.16
88,27.24,55422,556213.44
47,51.58,16400,556216.54
85,28.56,40110,556500.16
72,33.77,36016,556524.47
58,41.96,40030,556527.7
53,45.66,42076,556543.56
64,38.77,15906,556604.0
44,55.79,24086,556646.3
37,65.67,24573,556676.63
33,73.37,26694,556694.43
45,54.53,29175,556812.79
56,42.82,25017,556873.65
71,33.43,96189,556882.71
68,35.41,20061,556946.63
61,39.45,26060,556970.5
89,26.66,78066,557048.64
40,61.61,22481,557060.22
43,55.97,30729,557134.98
44,54.58,28964,557229.16
73,33.82,45269,557262.87
78,30.87,69640,557292.97
33,73.59,20802,557309.33
60,40.72,25785,557445.97
50,48.21,16681,557553.69
38,64.39,37519,557843.09
39,62.34,26954,557864.88
52,45.79,46060,557998.48
52,45.99,41858,558058.64
72,34.52,26703,558290.55
70,35.51,9641,558296.15
59,40.92,38366,558304.1
35,71.01,31927,558374.15
36,66.56,39928,558398.22
62,40.23,13392,558437.28
68,35.96,37266,558626.7
32,74.61,40474,558647.33
47,52.43,35554,558691.88
53,46.94,30531,558693.47
73,33.25,22772,558815.1
73,33.07,38846,558921.86
63,38.55,11859,558958.35
69,36.02,44672,559035.46
88,27.64,56930,559122.4
45,55.22,20144,559287.1
70,35.42,28223,559371.79
45,53.99,13358,559425.17
57,43.38,39770,559589.52
78,31.59,26730,559597.5
38,64.83,14889,559611.77
72,34.31,61725,559692.56
41,59.09,37888,559744.13
44,55.2,23774,559887.1
36,68.79,23841,560106.22
41,60.0,34051,560214.55
74,32.76,66632,560376.12
39,63.52,19637,560579.45
64,38.55,18303,560598.85
67,37.37,12549,560627.81
79,30.76,77578,560689.58
80,30.24,32136,560727.24
37,65.96,41342,560856.2
80,30.71,22773,560906.34
33,73.01,37552,560998.7
75,32.37,80317,561077.01
36,68.69,42899,561137.16
79,30.79,32299,561196.84
37,66.6,18676,561277.9
37,65.57,30555,561279.84
60,40.38,14560,561319.54
38,65.87,21463,561417.54
42,59.1,30608,561573.3
56,43.7,10282,561634.8
72,33.91,26536,561710.45
41,60.74,24971,561752.47
70,35.27,56806,561778.22
84,28.7,66149,561810.75
78,31.59,47407,561887.81
84,28.83,53279,561944.79
62,39.38,28733,561963.55
46,53.88,29314,562095.4
76,32.63,23280,562132.62
44,55.05,25293,562137.4
42,57.86,46888,562189.48
63,38.22,31586,562190.08
90,27.01,47579,562643.12
39,62.58,27116,562657.4
47,52.21,41052,562661.15
40,61.26,10569,562725.49
44,56.0,24082,562903.1
51,49.08,24384,563021.24
34,72.04,27722,563094.4
76,31.76,29522,563226.82
45,55.32,33136,563239.8
40,62.97,11868,563309.76
60,40.77,23989,563323.71
44,55.48,16628,563450.6
68,35.6,37759,563693.65
70,34.52,37690,563901.84
37,67.11,32611,564001.62
37,66.51,23231,564176.56
34,72.21,32514,564237.03
73,33.58,43756,564264.7
65,38.75,20872,564275.6
68,37.02,17275,564275.77
51,48.08,34606,564444.36
38,65.86,23687,564491.51
51,48.77,25456,564535.72
69,35.58,26881,564685.35
58,41.81,35125,564690.71
59,41.33,39061,564765.36
72,34.01,14483,564982.41
79,31.04,39264,565105.74
68,36.23,39160,565121.97
63,39.28,17128,565140.92
71,34.24,63730,565165.86
54,44.89,35638,565250.66
51,47.85,25918,565311.2
37,66.84,35840,565326.72
42,59.15,15282,565439.5
52,46.75,38752,565456.1
44,56.2,33410,565465.6
52,48.14,23188,565494.58
75,32.56,62120,565501.88
66,37.12,20140,565629.86
45,54.32,17055,565883.61
54,44.69,50787,565964.73
37,66.56,19526,566064.62
81,30.87,21089,566239.62
75,247.45582241164345,83579,566328.89
81,31.09,27084,566338.49
48,51.95,34816,566387.3
74,33.71,61916,566478.68
64,39.1,37795,566515.15
70,35.26,53300,566529.16
77,31.34,55924,566544.82
71,34.36,33678,566560.02
53,46.23,40350,566599.26
47,51.81,38318,566627.86
77,32.49,26238,566721.81
48,52.29,38894,566796.04
78,30.94,76442,566799.96
63,39.02,27605,566937.97
75,32.56,58234,566976.38
66,37.43,38110,566978.1
54,45.81,29213,567002.35
50,49.67,14162,567103.07
62,39.19,44484,567114.99
83,29.44,28465,567118.31
40,60.96,28223,567154.09
41,60.92,32843,567160.03
40,62.61,18791,567165.71
74,33.44,71481,567312.95
67,36.69,17309,567317.06
69,36.36,12078,567347.64
66,38.29,19636,567361.07
38,65.45,15442,567379.45
34,73.45,30138,567398.85
66,37.26,45969,567493.77
41,60.14,19813,567548.99
44,55.64,31342,567991.34
62,40.76,34653,567999.07
76,32.84,33688,568102.3
62,40.61,20721,568128.38
63,39.0,26564,568340.7
60,41.86,34482,568350.18
63,38.99,24052,568351.64
86,28.8,37518,568417.1
61,40.36,53449,568417.19
64,38.91,37815,568434.29
70,35.67,27700,568612.32
43,56.42,25497,568690.73
83,29.52,74628,568736.08
84,29.42,32081,568875.81
61,41.35,38818,568947.6
59,42.77,17076,569047.42
70,34.99,40401,569136.46
70,36.0,34148,569308.4
74,33.69,41543,569341.5
34,74.43,11504,569433.08
61,40.45,25982,569443.0
77,32.0,23417,569501.35
63,40.41,19681,569512.36
72,35.06,19406,569589.8
44,55.69,27918,569674.6
73,34.02,62877,569787.55
46,53.33,32034,569813.89
37,67.04,20158,569834.92
38,64.0,42857,569966.85
73,34.24,47347,570020.77
84,29.35,20838,570058.0
67,36.47,36950,570067.45
44,56.32,12722,570196.34
62,40.46,19386,570262.9
64,38.53,27888,570330.19
88,27.69,53613,570406.84
