id,pclass,sex,age,sibsp,parch,fare,cabin,embarked,survived
1131,3,1,-1.0,2,0,23.25,186,1,1
1132,3,1,42.0,0,0,7.55,186,2,0
1133,3,0,9.0,2,2,34.375,186,2,0
1134,2,1,26.0,1,1,29.0,186,2,1
1135,3,1,18.0,0,0,7.7958,186,2,0
1136,3,1,38.0,0,0,7.8958,186,2,0
1137,3,0,18.5,0,0,7.2833,186,1,0
1138,1,0,35.0,1,0,83.475,105,2,1
1139,1,1,47.0,0,0,52.0,66,2,0
1140,3,1,-1.0,0,0,8.05,186,2,0
1141,1,1,50.0,1,0,55.9,161,2,0
1142,1,1,27.0,1,0,53.1,173,2,1
1143,2,1,21.0,0,0,73.5,186,2,0
1144,1,1,28.5,0,0,27.7208,136,0,0
1145,3,0,-1.0,1,2,23.45,186,2,0
1146,3,1,20.0,0,0,7.8542,186,2,0
1147,3,0,17.0,0,1,16.1,186,2,1
1148,3,1,-1.0,0,0,7.2292,186,0,1
1149,1,1,55.0,0,0,50.0,85,2,0
1150,3,1,6.0,1,1,15.2458,186,0,0
1151,2,0,26.0,1,1,26.0,186,2,0
1152,3,0,19.0,1,0,7.8542,186,2,1
1153,2,0,48.0,1,2,65.0,186,2,1
1154,2,0,28.0,0,0,13.0,186,2,1
1155,2,1,25.0,0,0,31.5,186,2,0
1156,3,1,18.0,2,2,34.375,186,2,0
1157,2,1,23.0,1,0,10.5,186,2,0
1158,3,0,-1.0,0,4,25.4667,186,2,0
1159,2,0,34.0,0,0,10.5,181,2,1
1160,2,1,3.0,1,1,26.0,180,2,1
1161,1,1,33.0,0,0,26.55,186,2,0
1162,1,1,27.0,1,0,136.7792,109,0,0
1163,2,0,6.0,0,1,33.0,186,2,1
1164,3,1,41.0,0,0,7.125,186,2,0
1165,3,0,30.0,1,1,24.15,186,2,0
1166,3,1,4.0,1,1,11.1333,186,2,1
1167,1,1,24.0,0,1,247.5208,48,0,0
1168,2,1,19.0,0,0,13.0,186,2,0
1169,3,1,-1.0,0,0,6.95,186,1,0
1170,3,0,39.0,1,5,31.275,186,2,0
1171,3,0,8.0,3,1,21.075,186,2,0
1172,3,1,-1.0,3,1,25.4667,186,2,0
1173,2,0,45.0,1,1,26.25,186,2,1
1174,3,1,17.0,0,0,8.6625,186,2,0
1175,3,1,-1.0,0,0,7.75,186,1,0
1176,3,1,-1.0,0,0,7.8958,186,2,0
1177,1,0,48.0,0,0,25.9292,121,2,1
1178,2,0,12.0,2,1,39.0,183,2,1
1179,3,1,22.0,0,0,7.775,186,2,0
1180,3,1,5.0,4,2,31.3875,186,2,0
1181,3,1,-1.0,0,0,7.7375,186,1,0
1182,3,1,25.0,0,0,7.05,186,2,0
1183,2,0,29.0,1,0,26.0,186,2,1
1184,3,0,22.0,0,0,9.8375,186,2,0
1185,1,1,-1.0,0,0,52.0,2,2,0
1186,3,0,30.0,0,0,7.6292,186,1,0
1187,3,1,-1.0,0,0,7.725,186,1,0
1188,1,0,50.0,1,1,211.5,103,0,1
1189,3,0,30.0,1,0,15.55,186,2,0
1190,3,1,27.0,0,0,8.6625,186,2,0
1191,3,0,18.0,0,0,7.775,186,2,1
1192,2,0,28.0,0,0,12.65,186,2,1
1193,2,1,41.0,0,0,13.0,186,2,0
1194,1,1,49.0,0,0,26.0,186,2,0
1195,3,0,-1.0,0,2,7.75,186,1,0
1196,3,1,16.0,4,1,39.6875,186,2,0
1197,3,0,20.0,0,0,7.8542,186,2,0
1198,1,1,50.0,0,0,26.0,168,2,0
1199,3,1,0.4167,0,1,8.5167,186,0,1
1200,3,1,22.0,0,0,7.8958,186,2,0
1201,1,0,56.0,0,1,83.1583,90,0,1
1202,3,1,18.0,1,1,20.2125,186,2,0
1203,3,1,-1.0,0,0,7.75,186,1,0
1204,2,1,29.0,1,0,27.7208,186,0,0
1205,3,1,31.0,0,0,7.7333,186,1,0
1206,2,1,23.0,0,0,13.0,186,2,0
1207,3,1,-1.0,1,1,15.2458,186,0,1
1208,1,0,35.0,0,0,211.5,75,0,1
1209,1,1,36.0,0,0,26.2875,153,2,1
1210,3,1,43.0,0,0,8.05,186,2,0
1211,2,1,25.0,0,0,13.0,186,2,0
1212,3,0,5.0,0,0,12.475,186,2,1
1213,3,1,24.0,0,0,8.05,186,2,0
1214,3,0,22.0,0,0,7.25,186,2,1
1215,1,1,37.0,1,0,53.1,70,2,0
1216,1,0,23.0,0,1,83.1583,94,0,1
1217,1,0,58.0,0,0,146.5208,56,0,1
1218,3,1,-1.0,1,0,6.4375,186,0,0
1219,2,1,28.0,0,0,10.5,186,2,0
1220,2,0,30.0,0,0,12.35,186,1,1
1221,3,1,1.0,4,1,39.6875,186,2,0
1222,3,1,28.5,0,0,16.1,186,2,0
1223,3,1,26.0,0,0,7.775,186,2,0
1224,2,0,38.0,0,0,13.0,186,2,0
1225,3,0,21.0,0,0,8.6625,186,2,0
1226,2,1,26.0,0,0,10.5,186,2,0
1227,3,1,-1.0,0,0,14.5,186,2,0
1228,3,1,20.0,0,0,4.0125,186,0,0
1229,1,1,62.0,0,0,26.55,186,2,0
1230,2,0,32.0,0,0,13.0,186,2,1
1231,3,1,21.0,0,0,7.8958,186,2,0
1232,2,1,18.0,0,0,73.5,186,2,0
1233,2,1,26.0,0,0,13.0,186,2,0
1234,1,0,39.0,1,0,55.9,161,2,1
1235,1,0,62.0,0,0,80.0,30,3,1
1236,2,1,-1.0,0,0,0.0,186,2,0
1237,3,1,-1.0,0,0,7.75,186,1,0
1238,3,1,-1.0,0,0,7.2292,186,0,0
1239,1,1,45.5,0,0,28.5,71,2,0
1240,3,1,21.0,1,0,6.4958,186,2,0
1241,3,1,19.0,0,0,8.05,186,2,1
1242,3,0,-1.0,0,0,7.55,186,2,0
1243,1,0,45.0,0,1,59.4,186,0,1
1244,1,1,60.0,1,1,79.2,39,0,1
1245,1,1,61.0,0,0,32.3208,142,2,0
1246,2,0,18.0,0,2,13.0,186,2,1
1247,3,0,-1.0,0,0,14.5,186,2,0
1248,3,0,0.1667,1,2,20.575,186,2,1
1249,2,0,57.0,0,0,10.5,172,2,0
1250,2,1,50.0,1,0,26.0,186,2,0
1251,3,0,2.0,0,1,10.4625,184,2,0
1252,2,1,35.0,0,0,12.35,186,1,0
1253,2,0,22.0,1,2,41.5792,186,0,1
1254,1,0,18.0,1,0,53.1,128,2,1
1255,1,0,45.0,0,1,63.3583,118,0,1
1256,3,0,20.0,0,0,8.6625,186,2,0
1257,1,1,42.0,0,0,26.2875,152,2,1
1258,3,1,-1.0,0,0,8.05,186,2,0
1259,1,1,38.0,0,0,0.0,186,2,0
1260,1,0,55.0,2,0,25.7,61,2,1
1261,3,0,24.0,0,0,7.75,186,1,1
1262,3,1,27.0,0,0,7.8958,186,2,0
1263,3,1,11.0,5,2,46.9,186,2,0
1264,3,1,25.0,0,0,7.65,179,2,0
1265,2,1,34.0,1,0,26.0,186,2,0
1266,3,1,-1.0,0,0,8.05,186,2,0
1267,2,1,46.0,0,0,26.0,186,2,0
1268,1,1,27.0,0,0,30.5,186,2,1
1269,2,1,63.0,1,0,26.0,186,2,0
1270,1,1,44.0,2,0,90.0,102,1,0
1271,3,1,21.0,0,0,7.7958,186,2,1
1272,3,1,25.0,1,0,7.775,186,2,1
1273,3,1,29.0,0,0,7.8958,186,0,1
1274,1,0,36.0,0,0,262.375,49,0,1
1275,3,1,-1.0,0,0,8.05,186,2,0
1276,2,1,-1.0,0,0,13.8625,186,0,1
1277,3,1,28.0,0,0,9.5,186,2,0
1278,3,0,22.0,0,0,10.5167,186,2,0
1279,2,1,62.0,0,0,10.5,186,2,1
1280,1,0,32.0,0,0,76.2917,120,0,1
1281,3,0,-1.0,0,2,22.3583,186,0,1
1282,3,1,17.0,0,0,7.125,186,2,0
1283,3,0,-1.0,0,0,7.75,186,1,0
1284,2,0,23.0,0,0,13.7917,117,0,1
1285,2,1,52.0,0,0,13.0,186,2,0
1286,3,0,26.0,0,0,7.8542,186,2,1
1287,3,1,2.0,4,1,39.6875,186,2,0
1288,1,0,14.0,1,2,120.0,60,2,1
1289,1,0,26.0,0,0,78.85,186,2,1
1290,3,0,-1.0,0,0,7.75,186,1,0
1291,3,1,29.0,0,0,7.875,186,2,0
1292,3,1,28.0,0,0,7.25,186,2,0
1293,1,1,35.0,0,0,26.2875,152,2,1
1294,3,0,-1.0,1,9,69.55,186,2,0
1295,3,1,-1.0,0,0,8.05,186,2,0
1296,3,1,22.0,0,0,7.225,186,0,1
1297,1,0,45.0,0,0,262.375,186,0,1
1298,3,1,21.0,0,0,7.8542,186,2,0
1299,3,1,21.0,0,0,7.225,186,0,0
1300,1,1,34.0,0,0,26.55,186,2,1
1301,3,1,16.0,1,3,34.375,186,2,0
1302,3,1,-1.0,0,0,8.05,186,2,0
1303,3,1,-1.0,0,0,8.05,186,2,0
1304,3,0,23.0,0,0,7.55,186,2,1
1305,3,1,21.0,0,0,7.7958,186,2,1
1306,3,0,45.0,0,1,14.4542,186,0,0
1307,3,1,47.0,0,0,7.25,186,2,0
1308,2,0,29.0,1,0,26.0,186,2,1
